time,BTC,ETH,SOL,XRP,BNB,USDT,ADA,DOT,LUNA,DOGE
2021-06-16 04:00:00,40279.93,2532.38,39.43,0.8677,363.95,1.0,1.556,24.0,6.453,0.3175
2021-06-16 05:00:00,40268.99,2530.25,39.7,0.8692,364.03,1.0,1.56,24.32,6.479,0.3176
2021-06-16 06:00:00,40390.46,2536.71,39.71,0.8703,365.05,1.0,1.567,24.21,6.495,0.3189
2021-06-16 07:00:00,40127.98,2528.87,39.49,0.867,364.3,1.0,1.561,24.21,6.396,0.3179
2021-06-16 08:00:00,40049.09,2522.87,39.54,0.8658,363.77,1.0,1.564,24.19,6.424,0.3176
2021-06-16 09:00:00,39960.99,2512.5,39.33,0.8627,361.97,1.0,1.554,24.04,6.386,0.3165
2021-06-16 10:00:00,39766.8,2488.88,38.77,0.8529,359.33,1.0,1.541,23.81,6.291,0.3153
2021-06-16 11:00:00,39092.19,2461.44,38.1,0.8419,353.21,1.0,1.522,22.97,6.11,0.3109
2021-06-16 12:00:00,39075.54,2449.09,37.86,0.8391,352.38,1.0,1.512,23.03,6.119,0.3113
2021-06-16 13:00:00,39239.53,2457.79,38.09,0.8407,354.88,1.0,1.518,23.14,6.149,0.3114
2021-06-16 14:00:00,38850.82,2424.29,37.74,0.8303,348.38,1.0,1.502,23.0,6.022,0.3076
2021-06-16 15:00:00,38783.46,2416.52,39.53,0.833,349.84,1.0,1.504,23.28,6.112,0.3081
2021-06-16 16:00:00,38672.06,2395.63,38.93,0.8306,346.47,1.0,1.496,22.71,6.048,0.3076
2021-06-16 17:00:00,39181.85,2428.14,39.43,0.8406,350.44,1.0,1.516,23.1,6.159,0.3119
2021-06-16 18:00:00,38717.01,2418.7,39.55,0.8413,351.59,1.0,1.516,23.22,6.214,0.3125
2021-06-16 19:00:00,38667.88,2418.45,39.48,0.8419,351.38,0.9997,1.516,23.18,6.16,0.3113
2021-06-16 20:00:00,38519.6,2400.08,39.3,0.8416,349.91,0.9996,1.51,23.3,6.179,0.31
2021-06-16 21:00:00,38767.13,2412.45,40.25,0.8442,352.43,1.0,1.505,23.4,6.253,0.3112
2021-06-16 22:00:00,38555.95,2386.76,39.51,0.8363,349.36,0.9994,1.494,23.07,6.111,0.3093
2021-06-16 23:00:00,38345.41,2367.7,39.63,0.8315,347.31,0.9999,1.484,23.02,6.174,0.3077
2021-06-17 00:00:00,38633.44,2396.18,40.06,0.848,351.7,1.0,1.502,23.37,6.193,0.3107
2021-06-17 01:00:00,38662.41,2413.8,40.04,0.8572,353.68,1.0,1.518,23.37,6.201,0.3116
2021-06-17 02:00:00,38715.57,2418.06,40.18,0.8564,354.56,1.0,1.519,23.61,6.229,0.3125
2021-06-17 03:00:00,38872.41,2433.87,40.3,0.8553,356.82,1.0,1.529,23.58,6.223,0.3135
2021-06-17 04:00:00,38823.67,2426.14,39.95,0.8565,356.83,1.0,1.526,23.77,6.165,0.3118
2021-06-17 05:00:00,38715.87,2415.05,40.05,0.8521,356.81,1.0,1.522,23.6,6.167,0.3109
2021-06-17 06:00:00,39238.75,2446.5,40.66,0.858,361.27,1.0,1.534,23.89,6.376,0.3127
2021-06-17 07:00:00,39216.72,2441.99,40.97,0.8561,360.4,1.0,1.532,23.91,6.4,0.3121
2021-06-17 08:00:00,39286.36,2439.6,40.65,0.8559,359.71,1.0,1.53,23.79,6.36,0.3115
2021-06-17 09:00:00,39503.52,2446.71,41.16,0.8579,360.67,1.0,1.53,23.8,6.392,0.3118
2021-06-17 10:00:00,39256.95,2431.35,40.85,0.8539,359.32,1.0,1.519,23.78,6.371,0.3102
2021-06-17 11:00:00,39162.29,2424.78,40.69,0.8526,358.65,1.0,1.515,23.66,6.336,0.3099
2021-06-17 12:00:00,38787.9,2389.26,39.81,0.8482,355.49,1.0,1.501,23.25,6.264,0.3078
2021-06-17 13:00:00,38722.72,2378.98,39.98,0.8473,354.04,1.0,1.496,23.26,6.285,0.3073
2021-06-17 14:00:00,38910.34,2400.39,40.57,0.8494,355.64,1.0,1.5,23.25,6.303,0.3088
2021-06-17 15:00:00,39019.41,2417.12,40.29,0.8512,357.18,1.0,1.507,23.37,6.356,0.3093
2021-06-17 16:00:00,38492.55,2362.74,39.62,0.8384,353.1,0.9998,1.484,22.83,6.243,0.3065
2021-06-17 17:00:00,37688.92,2313.27,38.36,0.8293,347.75,1.0,1.462,22.3,6.098,0.3036
2021-06-17 18:00:00,37758.44,2331.75,38.95,0.8288,348.91,1.0,1.467,22.31,6.087,0.3053
2021-06-17 19:00:00,37712.9,2340.41,39.27,0.8295,348.84,1.0,1.468,22.23,6.117,0.3058
2021-06-17 20:00:00,37746.68,2343.43,39.22,0.8336,348.88,1.0,1.467,22.1,6.092,0.3057
2021-06-17 21:00:00,37750.92,2347.77,39.09,0.8346,349.36,1.0,1.47,22.23,6.116,0.3057
2021-06-17 22:00:00,37959.2,2359.64,39.12,0.8402,350.8,1.0,1.472,22.3,6.142,0.3055
2021-06-17 23:00:00,38082.3,2372.31,39.22,0.8414,352.81,1.0,1.482,22.48,6.162,0.306
2021-06-18 00:00:00,37685.65,2349.3,38.86,0.8351,351.04,1.0,1.469,22.19,6.098,0.3056
2021-06-18 01:00:00,37658.04,2331.19,38.76,0.8349,349.38,1.0,1.459,22.0,6.112,0.3036
2021-06-18 02:00:00,37787.91,2341.58,38.82,0.8393,350.37,1.0,1.473,22.2,6.371,0.3025
2021-06-18 03:00:00,37933.61,2341.58,39.17,0.8392,353.4,1.0,1.474,22.28,6.475,0.305
2021-06-18 04:00:00,37931.64,2359.17,39.18,0.841,354.28,1.0,1.486,22.46,6.414,0.305
2021-06-18 05:00:00,37617.02,2338.1,38.92,0.8384,353.98,1.0,1.476,22.19,6.323,0.3031
2021-06-18 06:00:00,37467.98,2327.06,38.64,0.8353,351.11,1.0,1.473,22.08,6.291,0.3021
2021-06-18 07:00:00,37710.17,2341.23,38.99,0.8421,353.65,1.0,1.481,22.32,6.324,0.3029
2021-06-18 08:00:00,37888.89,2346.15,39.0,0.8414,355.02,1.0,1.487,22.11,6.35,0.3037
2021-06-18 09:00:00,37516.92,2300.69,38.23,0.8337,350.78,1.0,1.466,21.69,6.194,0.3007
2021-06-18 10:00:00,37853.87,2330.31,38.5,0.8376,353.29,1.001,1.476,22.0,6.257,0.3017
2021-06-18 11:00:00,37827.65,2319.61,38.24,0.8365,352.25,1.0,1.474,21.81,6.257,0.3001
2021-06-18 12:00:00,37413.66,2284.79,37.44,0.8269,348.99,0.9997,1.458,21.56,6.166,0.2985
2021-06-18 13:00:00,37218.77,2278.33,37.03,0.8203,346.32,1.0,1.446,21.5,6.078,0.2926
2021-06-18 14:00:00,36680.17,2248.2,36.32,0.8005,339.55,1.0,1.417,21.14,5.928,0.2866
2021-06-18 15:00:00,36367.79,2215.66,35.56,0.7939,334.22,1.001,1.403,20.8,5.877,0.2874
2021-06-18 16:00:00,36624.72,2238.68,36.4,0.7999,338.26,1.001,1.419,21.17,5.937,0.2931
2021-06-18 17:00:00,36247.09,2203.78,35.75,0.7952,334.42,1.0,1.407,20.72,5.847,0.2885
2021-06-18 18:00:00,35295.75,2153.28,35.51,0.7774,329.56,1.0,1.382,20.33,5.729,0.2819
2021-06-18 19:00:00,35342.07,2154.54,35.36,0.7783,329.06,1.001,1.383,20.38,5.708,0.2847
2021-06-18 20:00:00,35511.3,2194.95,36.43,0.7864,332.85,1.0,1.4,20.7,5.842,0.2913
2021-06-18 21:00:00,35670.74,2222.54,36.79,0.7927,335.38,1.001,1.413,21.17,5.907,0.2953
2021-06-18 22:00:00,35645.25,2217.1,36.46,0.7936,336.49,1.001,1.413,21.27,5.885,0.2931
2021-06-18 23:00:00,35830.29,2233.57,36.79,0.797,337.38,1.001,1.415,21.38,5.951,0.2931
2021-06-19 00:00:00,35766.5,2241.15,36.85,0.7982,337.96,1.001,1.419,21.32,5.937,0.2926
2021-06-19 01:00:00,36138.9,2252.39,36.97,0.8044,340.75,1.001,1.434,21.48,6.017,0.2957
2021-06-19 02:00:00,35512.24,2211.32,36.22,0.7958,335.8,1.001,1.422,20.92,5.845,0.2914
2021-06-19 03:00:00,35122.64,2189.54,35.69,0.7863,333.42,1.001,1.402,20.85,5.714,0.2878
2021-06-19 04:00:00,35196.76,2198.91,35.67,0.7856,333.74,1.001,1.405,20.88,5.737,0.289
2021-06-19 05:00:00,35548.23,2238.43,36.1,0.7957,338.85,1.001,1.431,21.2,5.862,0.2926
2021-06-19 06:00:00,35799.07,2237.24,36.19,0.7991,338.91,1.001,1.43,21.18,5.903,0.2921
2021-06-19 07:00:00,35800.11,2245.5,36.32,0.7961,340.21,1.0,1.429,21.3,5.864,0.2919
2021-06-19 08:00:00,35814.19,2250.3,36.31,0.7968,341.6,1.0,1.434,21.31,5.856,0.2926
2021-06-19 09:00:00,35667.93,2228.3,35.95,0.7892,339.15,1.001,1.422,20.98,5.807,0.2906
2021-06-19 10:00:00,35722.08,2222.83,35.94,0.7901,338.0,1.001,1.415,21.04,5.783,0.2901
2021-06-19 11:00:00,35946.97,2241.13,36.34,0.7958,340.71,1.001,1.426,21.1,5.841,0.2957
2021-06-19 12:00:00,35754.73,2233.3,36.21,0.7922,339.44,1.0,1.422,20.97,5.846,0.292
2021-06-19 13:00:00,35786.61,2230.14,36.02,0.7891,338.68,1.001,1.412,20.99,5.797,0.2914
2021-06-19 14:00:00,36256.18,2254.04,36.51,0.7975,343.31,1.001,1.431,21.24,5.859,0.2946
2021-06-19 15:00:00,36132.68,2247.81,36.27,0.7975,341.13,1.001,1.425,21.24,5.919,0.2944
2021-06-19 16:00:00,35927.44,2243.14,36.0,0.7916,340.52,1.001,1.415,20.9,5.871,0.2912
2021-06-19 17:00:00,35794.27,2224.18,35.72,0.7861,339.11,1.001,1.404,20.77,5.813,0.2896
2021-06-19 18:00:00,35556.37,2206.12,35.41,0.7807,337.61,1.001,1.41,20.72,5.789,0.2894
2021-06-19 19:00:00,35973.69,2221.87,35.57,0.7855,340.24,1.001,1.417,20.86,5.871,0.2915
2021-06-19 20:00:00,36131.02,2225.66,35.67,0.7879,340.86,1.001,1.414,20.85,5.86,0.2909
2021-06-19 21:00:00,35887.74,2209.04,35.8,0.7846,338.35,1.001,1.405,20.85,5.864,0.2889
2021-06-19 22:00:00,35575.78,2177.9,35.56,0.7668,335.8,1.001,1.392,20.55,5.767,0.2881
2021-06-19 23:00:00,35515.38,2166.61,35.19,0.7603,334.24,1.001,1.385,20.25,5.736,0.286
2021-06-20 00:00:00,35395.78,2169.19,34.97,0.7443,333.71,1.001,1.382,20.26,5.688,0.282
2021-06-20 01:00:00,35647.54,2183.12,35.1,0.7481,334.98,1.001,1.391,20.35,5.746,0.2845
2021-06-20 02:00:00,35625.18,2179.66,35.01,0.75,334.7,1.001,1.391,20.28,5.793,0.2836
2021-06-20 03:00:00,35548.37,2183.99,34.98,0.748,334.26,1.001,1.395,20.26,5.748,0.2831
2021-06-20 04:00:00,35820.07,2207.94,35.43,0.7577,337.35,1.001,1.406,20.43,5.792,0.2851
2021-06-20 05:00:00,35748.03,2213.65,35.49,0.7588,337.46,1.001,1.412,20.37,5.834,0.2848
2021-06-20 06:00:00,35517.34,2199.63,35.31,0.7525,335.6,1.0,1.404,20.39,5.782,0.2832
2021-06-20 07:00:00,35654.2,2202.82,35.28,0.7556,336.65,1.0,1.402,20.34,5.78,0.2834
2021-06-20 08:00:00,35342.02,2180.57,35.03,0.7484,333.98,1.0,1.39,20.13,5.722,0.2819
2021-06-20 09:00:00,35018.95,2167.03,34.49,0.7412,331.94,1.001,1.382,20.04,5.701,0.2785
2021-06-20 10:00:00,34112.48,2100.92,33.19,0.7208,322.87,1.001,1.349,19.45,5.523,0.2683
2021-06-20 11:00:00,33918.96,2076.36,32.55,0.7082,317.68,1.001,1.332,19.18,5.498,0.2621
2021-06-20 12:00:00,33937.85,2080.89,32.97,0.7128,316.98,1.001,1.333,19.32,5.624,0.2645
2021-06-20 13:00:00,33937.79,2082.95,32.71,0.7157,316.27,1.001,1.338,19.32,5.593,0.2641
2021-06-20 14:00:00,34345.18,2113.11,33.37,0.7276,321.69,1.001,1.365,19.61,5.66,0.2688
2021-06-20 15:00:00,34461.15,2112.93,33.77,0.7299,324.24,1.001,1.373,19.91,5.69,0.2708
2021-06-20 16:00:00,34606.81,2124.69,33.82,0.7323,327.14,1.001,1.389,19.81,5.665,0.2728
2021-06-20 17:00:00,34605.94,2132.33,33.73,0.7335,327.68,1.001,1.4,19.93,5.682,0.272
2021-06-20 18:00:00,34979.56,2160.76,34.32,0.7405,331.15,1.001,1.424,20.22,5.803,0.2739
2021-06-20 19:00:00,35519.41,2221.69,34.97,0.7549,335.48,1.001,1.443,20.66,5.829,0.2785
2021-06-20 20:00:00,35841.28,2256.99,35.8,0.7718,339.2,1.001,1.455,20.96,5.882,0.2876
2021-06-20 21:00:00,35550.23,2253.01,35.03,0.7712,338.22,1.0,1.441,20.67,5.83,0.2817
2021-06-20 22:00:00,35667.96,2253.65,35.16,0.7755,338.92,1.0,1.442,20.87,5.871,0.2823
2021-06-20 23:00:00,35602.26,2243.6,35.25,0.7744,338.99,1.0,1.426,20.63,5.867,0.2802
2021-06-21 00:00:00,35584.72,2237.53,35.02,0.7681,339.8,1.0,1.426,20.51,5.85,0.2776
2021-06-21 01:00:00,35297.2,2205.52,33.96,0.7489,334.65,1.0,1.399,20.16,5.722,0.2722
2021-06-21 02:00:00,35166.4,2190.05,33.24,0.7405,333.4,1.001,1.392,19.98,5.722,0.269
2021-06-21 03:00:00,34690.99,2157.44,32.77,0.7274,328.37,1.001,1.365,19.44,5.662,0.2651
2021-06-21 04:00:00,34264.63,2122.49,32.74,0.7271,325.37,1.001,1.373,19.36,5.606,0.265
2021-06-21 05:00:00,34484.28,2130.76,33.1,0.73,329.19,1.001,1.375,19.56,5.676,0.2675
2021-06-21 06:00:00,32787.33,2015.6,30.86,0.6949,314.92,1.001,1.319,18.24,5.485,0.255
2021-06-21 07:00:00,33046.71,2013.12,31.07,0.6974,317.74,1.001,1.328,18.2,5.363,0.2569
2021-06-21 08:00:00,32914.95,2016.34,31.15,0.6961,317.6,1.001,1.325,18.16,5.322,0.2567
2021-06-21 09:00:00,33204.69,2009.27,31.27,0.6964,317.34,1.001,1.326,17.96,5.449,0.2534
2021-06-21 10:00:00,32368.63,1940.27,29.86,0.6706,302.19,1.0,1.279,17.09,5.221,0.2319
2021-06-21 11:00:00,32557.24,1971.18,30.49,0.68,304.14,1.001,1.301,17.51,5.232,0.234
2021-06-21 12:00:00,32298.0,1950.01,29.77,0.664,297.98,1.001,1.269,17.13,5.268,0.2227
2021-06-21 13:00:00,33170.61,2012.85,31.23,0.6884,310.81,1.001,1.334,18.23,5.417,0.2318
2021-06-21 14:00:00,32908.37,2004.89,30.35,0.6812,306.03,1.001,1.314,17.88,5.4,0.2272
2021-06-21 15:00:00,32696.77,1984.01,29.64,0.6745,304.7,1.0,1.297,17.64,5.352,0.2238
2021-06-21 16:00:00,32179.55,1924.79,28.5,0.6593,294.43,1.0,1.264,16.69,5.232,0.2094
2021-06-21 17:00:00,32274.83,1921.47,27.74,0.6594,295.53,1.001,1.253,16.76,5.177,0.2062
2021-06-21 18:00:00,32811.83,1962.4,28.85,0.6724,302.23,1.001,1.287,17.28,5.325,0.2132
2021-06-21 19:00:00,32600.22,1945.1,28.59,0.664,299.07,1.001,1.269,17.15,5.174,0.208
2021-06-21 20:00:00,32590.93,1941.54,28.31,0.6752,298.89,1.001,1.276,17.07,5.146,0.2111
2021-06-21 21:00:00,31524.95,1878.57,26.72,0.6239,280.69,1.001,1.201,15.83,4.997,0.1903
2021-06-21 22:00:00,31285.22,1870.2,25.95,0.6056,270.92,1.002,1.173,15.38,4.78,0.1689
2021-06-21 23:00:00,31652.62,1887.89,26.65,0.6076,270.98,1.001,1.176,15.74,4.84,0.1783
2021-06-22 00:00:00,31830.56,1916.23,26.97,0.6009,273.12,1.001,1.174,15.67,4.905,0.1785
2021-06-22 01:00:00,32642.41,1957.63,27.19,0.6344,281.86,1.001,1.233,16.28,5.076,0.2023
2021-06-22 02:00:00,32940.11,1972.87,28.0,0.6374,287.27,1.001,1.249,16.77,5.412,0.2072
2021-06-22 03:00:00,33045.84,1978.36,27.96,0.642,288.26,1.001,1.252,16.73,5.396,0.209
2021-06-22 04:00:00,32945.15,1969.3,27.69,0.6364,288.93,1.001,1.235,16.5,5.37,0.2038
2021-06-22 05:00:00,32610.39,1938.78,26.57,0.6151,280.94,1.001,1.197,15.86,5.169,0.1972
2021-06-22 06:00:00,32860.09,1950.9,26.89,0.62,284.8,1.001,1.208,16.24,5.195,0.2031
2021-06-22 07:00:00,32634.01,1945.08,26.42,0.618,281.24,0.9999,1.195,16.05,5.058,0.2034
2021-06-22 08:00:00,31725.34,1885.01,24.9,0.5876,268.65,1.001,1.127,15.24,4.879,0.189
2021-06-22 09:00:00,31584.8,1878.13,24.2,0.5835,264.3,1.001,1.119,15.11,4.851,0.1868
2021-06-22 10:00:00,31819.9,1902.02,24.01,0.5894,265.06,1.001,1.126,15.06,4.856,0.1917
2021-06-22 11:00:00,31230.09,1868.98,22.0,0.5636,255.39,1.002,1.092,14.21,4.597,0.1832
2021-06-22 12:00:00,29916.17,1796.09,22.33,0.5428,241.95,1.002,1.044,13.61,4.607,0.1754
2021-06-22 13:00:00,29251.5,1729.19,20.9,0.5219,230.74,1.001,1.01,13.39,4.616,0.1691
2021-06-22 14:00:00,30593.42,1819.57,24.63,0.5502,248.79,1.001,1.135,14.72,4.999,0.1836
2021-06-22 15:00:00,31729.33,1863.09,25.95,0.5709,259.77,1.001,1.176,15.06,5.102,0.1932
2021-06-22 16:00:00,32573.82,1916.52,28.14,0.5813,267.53,1.002,1.218,15.53,5.163,0.1952
2021-06-22 17:00:00,32782.99,1909.23,27.53,0.5824,267.91,1.001,1.214,15.46,5.134,0.1938
2021-06-22 18:00:00,33022.51,1937.13,27.32,0.5841,272.17,1.001,1.211,15.75,5.109,0.1965
2021-06-22 19:00:00,32448.2,1898.97,26.48,0.5694,265.66,1.001,1.164,15.03,4.802,0.1882
2021-06-22 20:00:00,32916.31,1932.11,27.7,0.5869,273.82,1.001,1.193,15.41,4.885,0.1951
2021-06-22 21:00:00,32485.91,1875.9,26.8,0.5521,263.38,1.0,1.141,14.82,4.694,0.1882
2021-06-22 22:00:00,32612.56,1888.86,27.02,0.5599,266.39,1.001,1.153,14.95,4.758,0.1907
2021-06-22 23:00:00,32537.58,1880.83,26.98,0.5465,262.12,1.001,1.155,14.65,4.731,0.1905
2021-06-23 00:00:00,33697.06,1936.18,29.36,0.5611,271.99,1.001,1.19,15.51,4.91,0.1933
2021-06-23 01:00:00,34038.97,2000.33,31.0,0.5912,282.98,1.001,1.23,15.94,5.113,0.2001
2021-06-23 02:00:00,33847.47,2009.63,29.7,0.6076,287.47,1.001,1.247,16.31,5.68,0.2138
2021-06-23 03:00:00,34007.21,2014.79,29.98,0.6043,286.85,1.001,1.243,16.16,5.543,0.2092
2021-06-23 04:00:00,33825.18,2002.38,29.92,0.6073,288.52,1.001,1.242,16.16,5.426,0.2106
2021-06-23 05:00:00,34350.83,2040.15,30.73,0.623,292.26,1.001,1.277,16.52,5.479,0.2183
2021-06-23 06:00:00,33901.0,2005.09,30.21,0.6438,288.67,1.0,1.27,16.2,5.353,0.2154
2021-06-23 07:00:00,33988.61,2005.77,30.61,0.6475,289.99,1.0,1.277,16.28,5.285,0.2189
2021-06-23 08:00:00,33771.88,1971.83,30.33,0.6293,285.74,1.001,1.251,15.82,5.252,0.2133
2021-06-23 09:00:00,33940.83,1988.07,30.47,0.6346,287.41,1.001,1.25,15.91,5.308,0.2146
2021-06-23 10:00:00,34242.2,2009.75,31.12,0.6426,292.47,1.001,1.265,16.28,5.373,0.2194
2021-06-23 11:00:00,33942.49,1992.82,31.04,0.6381,290.07,1.001,1.252,15.98,5.366,0.2199
2021-06-23 12:00:00,34219.61,2011.12,31.7,0.6508,297.27,1.001,1.269,16.26,5.331,0.2368
2021-06-23 13:00:00,34018.62,1996.07,31.16,0.6398,298.75,1.001,1.268,16.17,5.327,0.2351
2021-06-23 14:00:00,34092.11,2000.38,31.19,0.6405,300.97,1.001,1.283,16.35,5.4,0.2397
2021-06-23 15:00:00,33492.48,1975.2,29.11,0.618,292.02,1.0,1.236,15.84,5.211,0.2277
2021-06-23 16:00:00,33711.48,1987.35,29.97,0.6261,294.4,1.001,1.253,16.14,5.246,0.2321
2021-06-23 17:00:00,33612.36,1973.86,29.61,0.6258,292.26,1.0,1.245,16.01,5.21,0.2324
2021-06-23 18:00:00,33297.45,1945.97,29.33,0.6158,286.78,1.0,1.217,15.35,5.068,0.2215
2021-06-23 19:00:00,32897.81,1916.78,28.49,0.6019,282.39,1.001,1.198,15.08,5.004,0.2161
2021-06-23 20:00:00,33057.26,1930.87,29.01,0.6201,285.25,1.0,1.214,15.23,5.058,0.2205
2021-06-23 21:00:00,33365.69,1945.42,29.74,0.6298,289.84,1.001,1.226,15.53,5.188,0.2317
2021-06-23 22:00:00,33486.66,1949.74,30.43,0.6361,292.51,1.001,1.236,15.72,5.167,0.2336
2021-06-23 23:00:00,33678.64,1968.56,30.84,0.6385,296.24,1.0,1.251,15.8,5.197,0.235
2021-06-24 00:00:00,33202.12,1938.17,29.98,0.6388,291.22,1.0,1.229,15.46,5.077,0.2324
2021-06-24 01:00:00,32639.05,1908.54,28.99,0.6251,285.92,1.0,1.216,14.96,5.02,0.2248
2021-06-24 02:00:00,32514.41,1894.08,28.72,0.6207,284.37,1.0,1.233,14.99,5.023,0.2247
2021-06-24 03:00:00,32612.85,1907.08,29.06,0.6324,283.7,1.001,1.293,15.2,5.499,0.2293
2021-06-24 04:00:00,32554.09,1905.67,28.74,0.6339,283.77,1.0,1.306,15.25,5.277,0.227
2021-06-24 05:00:00,32989.6,1928.7,29.31,0.6421,288.81,1.0,1.303,15.59,5.338,0.2334
2021-06-24 06:00:00,33017.44,1928.7,29.21,0.6439,291.48,1.0,1.346,15.55,5.286,0.2343
2021-06-24 07:00:00,32861.35,1920.1,29.52,0.6381,296.34,1.0,1.338,15.57,5.258,0.2328
2021-06-24 08:00:00,33383.46,1952.06,30.01,0.6431,304.49,1.0,1.351,15.9,5.321,0.2382
2021-06-24 09:00:00,33292.02,1942.35,29.91,0.6482,303.42,1.0,1.34,15.72,5.273,0.2377
2021-06-24 10:00:00,33231.33,1933.42,30.05,0.6421,299.78,1.0,1.329,15.58,5.317,0.2339
2021-06-24 11:00:00,33868.15,1966.3,30.73,0.6561,306.24,1.001,1.367,16.07,5.375,0.2422
2021-06-24 12:00:00,34076.14,1979.0,30.43,0.6575,306.72,1.001,1.357,16.29,5.374,0.2419
2021-06-24 13:00:00,34068.53,1968.55,30.35,0.6531,305.12,1.0,1.351,16.18,5.287,0.2394
2021-06-24 14:00:00,34055.49,1966.1,30.69,0.6519,305.31,1.0,1.347,16.11,5.296,0.2395
2021-06-24 15:00:00,33917.97,1988.28,30.77,0.6637,305.65,1.001,1.376,16.08,5.298,0.2397
2021-06-24 16:00:00,34522.07,2012.59,32.35,0.6791,312.31,1.0,1.389,16.31,5.52,0.244
2021-06-24 17:00:00,34982.81,2025.35,32.76,0.6858,314.35,1.0,1.387,16.5,5.468,0.2456
2021-06-24 18:00:00,34888.41,2014.41,32.28,0.6816,313.31,1.0,1.393,16.45,5.439,0.2496
2021-06-24 19:00:00,34848.83,2009.91,32.04,0.6787,312.38,0.9999,1.384,16.38,5.433,0.2532
2021-06-24 20:00:00,34865.6,2005.61,32.26,0.6802,312.91,1.0,1.365,16.37,5.422,0.2552
2021-06-24 21:00:00,34783.72,1999.32,32.3,0.6789,312.05,1.0,1.36,16.26,5.454,0.2651
2021-06-24 22:00:00,34754.79,1984.5,31.87,0.6751,309.7,1.0,1.351,16.27,5.432,0.2649
2021-06-24 23:00:00,34649.84,1989.01,31.18,0.6719,308.42,0.9997,1.358,16.22,5.468,0.2634
2021-06-25 00:00:00,34598.8,1983.63,31.45,0.6657,308.81,1.0,1.358,16.25,5.425,0.2698
2021-06-25 01:00:00,34815.01,1987.99,31.91,0.6746,309.14,0.9998,1.377,16.17,5.462,0.2738
2021-06-25 02:00:00,35164.92,2006.58,32.33,0.6849,310.31,1.0,1.38,16.36,5.503,0.2879
2021-06-25 03:00:00,35081.4,1996.8,32.71,0.6809,308.34,1.0,1.379,16.27,5.525,0.286
2021-06-25 04:00:00,34750.69,1976.54,32.16,0.6735,305.21,0.9998,1.364,16.05,5.393,0.2758
2021-06-25 05:00:00,34477.65,1963.85,31.67,0.6664,302.38,1.0,1.353,15.91,5.358,0.2708
2021-06-25 06:00:00,34439.05,1967.01,31.95,0.6658,302.5,1.0,1.362,15.93,5.379,0.2726
2021-06-25 07:00:00,34300.14,1944.52,31.34,0.6518,296.83,1.0,1.332,15.6,5.313,0.265
2021-06-25 08:00:00,34281.73,1933.6,31.31,0.6461,294.86,0.9997,1.34,15.63,5.307,0.2634
2021-06-25 09:00:00,33731.09,1905.76,30.39,0.6298,288.5,0.9996,1.333,15.19,5.265,0.2551
2021-06-25 10:00:00,33727.8,1879.97,30.76,0.6326,292.27,0.9991,1.382,15.32,5.319,0.2518
2021-06-25 11:00:00,33251.18,1849.1,29.51,0.6347,289.28,0.9986,1.323,15.18,5.327,0.2513
2021-06-25 12:00:00,33028.47,1856.96,29.61,0.6349,289.19,0.9981,1.301,15.14,5.261,0.2509
2021-06-25 13:00:00,32920.23,1853.47,29.76,0.6392,289.97,0.9982,1.308,15.19,5.215,0.2558
2021-06-25 14:00:00,32746.53,1823.08,29.44,0.6369,287.69,0.9984,1.29,15.12,5.164,0.2576
2021-06-25 15:00:00,32558.07,1825.72,29.0,0.6229,286.73,0.9987,1.271,15.01,5.164,0.2526
2021-06-25 16:00:00,31913.67,1816.66,28.67,0.6081,279.78,0.999,1.259,14.74,5.03,0.2372
2021-06-25 17:00:00,31667.45,1806.4,28.31,0.606,277.41,0.9997,1.256,14.58,4.899,0.2323
2021-06-25 18:00:00,32064.48,1836.89,28.71,0.6168,283.21,0.9997,1.281,14.88,4.986,0.2396
2021-06-25 19:00:00,32225.1,1851.63,29.42,0.6223,286.21,1.0,1.29,14.96,5.085,0.2451
2021-06-25 20:00:00,32217.88,1867.35,29.52,0.6271,286.0,1.0,1.292,14.99,5.09,0.2512
2021-06-25 21:00:00,31787.17,1849.19,28.93,0.6226,283.03,0.9998,1.272,14.82,5.029,0.2441
2021-06-25 22:00:00,31400.36,1802.65,28.35,0.6064,278.82,0.9994,1.254,14.56,5.011,0.2353
2021-06-25 23:00:00,31593.86,1810.27,28.63,0.6123,280.94,1.0,1.255,14.44,5.055,0.238
2021-06-26 00:00:00,31981.25,1836.05,29.86,0.6222,285.31,0.9995,1.27,14.74,5.171,0.2476
2021-06-26 01:00:00,31964.09,1823.4,29.5,0.6183,282.98,0.9998,1.261,14.65,5.188,0.2443
2021-06-26 02:00:00,31947.5,1821.29,29.24,0.6179,282.5,0.9999,1.256,14.58,5.204,0.243
2021-06-26 03:00:00,31984.83,1819.21,29.24,0.6181,283.0,1.0,1.261,14.65,5.178,0.2446
2021-06-26 04:00:00,32362.64,1835.03,29.74,0.6253,287.28,1.0,1.28,14.83,5.275,0.2533
2021-06-26 05:00:00,32236.62,1831.4,29.55,0.6235,286.78,1.0,1.274,14.76,5.126,0.2514
2021-06-26 06:00:00,31734.39,1806.2,29.18,0.6138,282.12,1.0,1.264,14.51,5.027,0.2442
2021-06-26 07:00:00,30731.74,1752.96,27.32,0.5908,269.51,1.0,1.221,14.1,4.991,0.2352
2021-06-26 08:00:00,30458.7,1734.05,27.13,0.5872,268.54,1.001,1.209,13.88,4.983,0.2351
